filepath,label
..\data\binario\NoApto\Eyes_Closed_00434.jpg,NoApto
..\data\binario\Apto\Atento_02230.jpg,Apto
..\data\binario\Apto\Atento_04878.jpg,Apto
..\data\binario\NoApto\Bostezo_00762.jpg,NoApto
..\data\binario\Apto\Atento_04910.jpg,Apto
..\data\binario\NoApto\Bostezo_02113.jpg,NoApto
..\data\binario\Apto\Atento_00617.jpg,Apto
..\data\binario\Apto\Atento_04415.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00698.jpg,NoApto
..\data\binario\Apto\Atento_00120.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00457.jpg,NoApto
..\data\binario\NoApto\Bostezo_02611.jpg,NoApto
..\data\binario\Apto\Atento_04574.jpg,Apto
..\data\binario\NoApto\Bostezo_01745.jpg,NoApto
..\data\binario\NoApto\Bostezo_00046.jpg,NoApto
..\data\binario\Apto\Atento_03733.jpg,Apto
..\data\binario\Apto\Atento_00596.jpg,Apto
..\data\binario\Apto\Atento_04816.jpg,Apto
..\data\binario\Apto\Atento_00210.jpg,Apto
..\data\binario\NoApto\Bostezo_02753.jpg,NoApto
..\data\binario\Apto\Atento_00092.jpg,Apto
..\data\binario\Apto\Atento_02220.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00322.jpg,NoApto
..\data\binario\Apto\Atento_03230.jpg,Apto
..\data\binario\Apto\Atento_01398.jpg,Apto
..\data\binario\Apto\Atento_04270.jpg,Apto
..\data\binario\Apto\Atento_04815.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00782.jpg,NoApto
..\data\binario\Apto\Atento_00215.jpg,Apto
..\data\binario\Apto\Atento_03456.jpg,Apto
..\data\binario\Apto\Atento_04995.jpg,Apto
..\data\binario\NoApto\Bostezo_00984.jpg,NoApto
..\data\binario\NoApto\Bostezo_02839.jpg,NoApto
..\data\binario\Apto\Atento_03473.jpg,Apto
..\data\binario\Apto\Atento_02337.jpg,Apto
..\data\binario\Apto\Atento_04590.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00154.jpg,NoApto
..\data\binario\NoApto\Bostezo_02452.jpg,NoApto
..\data\binario\NoApto\Bostezo_01967.jpg,NoApto
..\data\binario\Apto\Atento_04680.jpg,Apto
..\data\binario\NoApto\Bostezo_02531.jpg,NoApto
..\data\binario\Apto\Atento_02309.jpg,Apto
..\data\binario\NoApto\Bostezo_00772.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00662.jpg,NoApto
..\data\binario\Apto\Atento_01781.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01096.jpg,NoApto
..\data\binario\Apto\Atento_02246.jpg,Apto
..\data\binario\Apto\Atento_02980.jpg,Apto
..\data\binario\Apto\Atento_01712.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01024.jpg,NoApto
..\data\binario\Apto\Atento_04847.jpg,Apto
..\data\binario\NoApto\Bostezo_00027.jpg,NoApto
..\data\binario\Apto\Atento_03326.jpg,Apto
..\data\binario\NoApto\Bostezo_02563.jpg,NoApto
..\data\binario\Apto\Atento_04428.jpg,Apto
..\data\binario\Apto\Atento_02168.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01304.jpg,NoApto
..\data\binario\Apto\Atento_01046.jpg,Apto
..\data\binario\NoApto\Bostezo_02803.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_01314.jpg,NoApto
..\data\binario\NoApto\Bostezo_02417.jpg,NoApto
..\data\binario\Apto\Atento_04694.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01371.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00255.jpg,NoApto
..\data\binario\Apto\Atento_04830.jpg,Apto
..\data\binario\NoApto\Bostezo_03344.jpg,NoApto
..\data\binario\NoApto\Bostezo_00196.jpg,NoApto
..\data\binario\Apto\Atento_03252.jpg,Apto
..\data\binario\Apto\Atento_02803.jpg,Apto
..\data\binario\Apto\Atento_03882.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01291.jpg,NoApto
..\data\binario\NoApto\Bostezo_00321.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00610.jpg,NoApto
..\data\binario\Apto\Atento_01087.jpg,Apto
..\data\binario\Apto\Atento_01472.jpg,Apto
..\data\binario\Apto\Atento_02644.jpg,Apto
..\data\binario\NoApto\Bostezo_01510.jpg,NoApto
..\data\binario\Apto\Atento_04467.jpg,Apto
..\data\binario\NoApto\Bostezo_03065.jpg,NoApto
..\data\binario\NoApto\Bostezo_02973.jpg,NoApto
..\data\binario\NoApto\Bostezo_01663.jpg,NoApto
..\data\binario\NoApto\Bostezo_00400.jpg,NoApto
..\data\binario\Apto\Atento_00213.jpg,Apto
..\data\binario\Apto\Atento_01512.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00007.jpg,NoApto
..\data\binario\NoApto\Bostezo_01297.jpg,NoApto
..\data\binario\Apto\Atento_04654.jpg,Apto
..\data\binario\Apto\Atento_03365.jpg,Apto
..\data\binario\NoApto\Bostezo_02838.jpg,NoApto
..\data\binario\NoApto\Bostezo_01513.jpg,NoApto
..\data\binario\Apto\Atento_03917.jpg,Apto
..\data\binario\NoApto\Bostezo_03030.jpg,NoApto
..\data\binario\NoApto\Bostezo_01056.jpg,NoApto
..\data\binario\Apto\Atento_02227.jpg,Apto
..\data\binario\Apto\Atento_04322.jpg,Apto
..\data\binario\Apto\Atento_03244.jpg,Apto
..\data\binario\Apto\Atento_03607.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00695.jpg,NoApto
..\data\binario\NoApto\Bostezo_00510.jpg,NoApto
..\data\binario\NoApto\Bostezo_02242.jpg,NoApto
..\data\binario\Apto\Atento_04977.jpg,Apto
..\data\binario\Apto\Atento_04797.jpg,Apto
..\data\binario\Apto\Atento_04974.jpg,Apto
..\data\binario\Apto\Atento_00650.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00910.jpg,NoApto
..\data\binario\Apto\Atento_02159.jpg,Apto
..\data\binario\Apto\Atento_04368.jpg,Apto
..\data\binario\Apto\Atento_04556.jpg,Apto
..\data\binario\Apto\Atento_04572.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00590.jpg,NoApto
..\data\binario\Apto\Atento_01344.jpg,Apto
..\data\binario\Apto\Atento_01882.jpg,Apto
..\data\binario\Apto\Atento_04313.jpg,Apto
..\data\binario\Apto\Atento_00027.jpg,Apto
..\data\binario\Apto\Atento_01223.jpg,Apto
..\data\binario\NoApto\Bostezo_00193.jpg,NoApto
..\data\binario\NoApto\Bostezo_03467.jpg,NoApto
..\data\binario\Apto\Atento_04501.jpg,Apto
..\data\binario\Apto\Atento_00132.jpg,Apto
..\data\binario\Apto\Atento_01661.jpg,Apto
..\data\binario\NoApto\Bostezo_00960.jpg,NoApto
..\data\binario\NoApto\Bostezo_03004.jpg,NoApto
..\data\binario\Apto\Atento_00448.jpg,Apto
..\data\binario\Apto\Atento_00118.jpg,Apto
..\data\binario\Apto\Atento_01874.jpg,Apto
..\data\binario\Apto\Atento_04032.jpg,Apto
..\data\binario\Apto\Atento_01595.jpg,Apto
..\data\binario\NoApto\Bostezo_01836.jpg,NoApto
..\data\binario\Apto\Atento_04881.jpg,Apto
..\data\binario\Apto\Atento_01432.jpg,Apto
..\data\binario\Apto\Atento_01589.jpg,Apto
..\data\binario\NoApto\Bostezo_00687.jpg,NoApto
..\data\binario\Apto\Atento_01004.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00327.jpg,NoApto
..\data\binario\NoApto\Bostezo_01532.jpg,NoApto
..\data\binario\NoApto\Bostezo_02093.jpg,NoApto
..\data\binario\Apto\Atento_04169.jpg,Apto
..\data\binario\NoApto\Bostezo_03043.jpg,NoApto
..\data\binario\Apto\Atento_02247.jpg,Apto
..\data\binario\Apto\Atento_02698.jpg,Apto
..\data\binario\Apto\Atento_01552.jpg,Apto
..\data\binario\NoApto\Bostezo_00487.jpg,NoApto
..\data\binario\NoApto\Bostezo_00671.jpg,NoApto
..\data\binario\Apto\Atento_02889.jpg,Apto
..\data\binario\Apto\Atento_04082.jpg,Apto
..\data\binario\Apto\Atento_04457.jpg,Apto
..\data\binario\Apto\Atento_04193.jpg,Apto
..\data\binario\Apto\Atento_04933.jpg,Apto
..\data\binario\Apto\Atento_02181.jpg,Apto
..\data\binario\NoApto\Bostezo_00346.jpg,NoApto
..\data\binario\Apto\Atento_01235.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00032.jpg,NoApto
..\data\binario\NoApto\Bostezo_02089.jpg,NoApto
..\data\binario\Apto\Atento_03480.jpg,Apto
..\data\binario\Apto\Atento_04767.jpg,Apto
..\data\binario\NoApto\Bostezo_00730.jpg,NoApto
..\data\binario\Apto\Atento_03233.jpg,Apto
..\data\binario\Apto\Atento_01888.jpg,Apto
..\data\binario\NoApto\Bostezo_01060.jpg,NoApto
..\data\binario\Apto\Atento_00173.jpg,Apto
..\data\binario\Apto\Atento_04505.jpg,Apto
..\data\binario\Apto\Atento_02548.jpg,Apto
..\data\binario\Apto\Atento_01126.jpg,Apto
..\data\binario\NoApto\Bostezo_03383.jpg,NoApto
..\data\binario\NoApto\Bostezo_03059.jpg,NoApto
..\data\binario\Apto\Atento_04494.jpg,Apto
..\data\binario\Apto\Atento_04796.jpg,Apto
..\data\binario\NoApto\Bostezo_02704.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00058.jpg,NoApto
..\data\binario\Apto\Atento_03468.jpg,Apto
..\data\binario\NoApto\Bostezo_02850.jpg,NoApto
..\data\binario\NoApto\Bostezo_02766.jpg,NoApto
..\data\binario\NoApto\Bostezo_00180.jpg,NoApto
..\data\binario\NoApto\Bostezo_02939.jpg,NoApto
..\data\binario\Apto\Atento_02788.jpg,Apto
..\data\binario\Apto\Atento_02726.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00616.jpg,NoApto
..\data\binario\NoApto\Bostezo_01608.jpg,NoApto
..\data\binario\Apto\Atento_00874.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00276.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00112.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00633.jpg,NoApto
..\data\binario\Apto\Atento_02206.jpg,Apto
..\data\binario\Apto\Atento_01213.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01257.jpg,NoApto
..\data\binario\NoApto\Bostezo_02789.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00203.jpg,NoApto
..\data\binario\Apto\Atento_02003.jpg,Apto
..\data\binario\Apto\Atento_02953.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00901.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00770.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00722.jpg,NoApto
..\data\binario\Apto\Atento_00011.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00455.jpg,NoApto
..\data\binario\NoApto\Bostezo_02510.jpg,NoApto
..\data\binario\Apto\Atento_03676.jpg,Apto
..\data\binario\NoApto\Bostezo_00758.jpg,NoApto
..\data\binario\NoApto\Bostezo_01974.jpg,NoApto
..\data\binario\NoApto\Bostezo_00555.jpg,NoApto
..\data\binario\Apto\Atento_04497.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01296.jpg,NoApto
..\data\binario\Apto\Atento_00639.jpg,Apto
..\data\binario\Apto\Atento_00730.jpg,Apto
..\data\binario\Apto\Atento_04703.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00139.jpg,NoApto
..\data\binario\Apto\Atento_04455.jpg,Apto
..\data\binario\Apto\Atento_01773.jpg,Apto
..\data\binario\NoApto\Bostezo_01840.jpg,NoApto
..\data\binario\Apto\Atento_00979.jpg,Apto
..\data\binario\Apto\Atento_01447.jpg,Apto
..\data\binario\Apto\Atento_03896.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00101.jpg,NoApto
..\data\binario\Apto\Atento_04478.jpg,Apto
..\data\binario\Apto\Atento_04235.jpg,Apto
..\data\binario\Apto\Atento_00843.jpg,Apto
..\data\binario\Apto\Atento_04788.jpg,Apto
..\data\binario\Apto\Atento_00058.jpg,Apto
..\data\binario\Apto\Atento_00221.jpg,Apto
..\data\binario\Apto\Atento_00640.jpg,Apto
..\data\binario\NoApto\Bostezo_02092.jpg,NoApto
..\data\binario\Apto\Atento_01382.jpg,Apto
..\data\binario\NoApto\Bostezo_01285.jpg,NoApto
..\data\binario\Apto\Atento_02530.jpg,Apto
..\data\binario\Apto\Atento_01074.jpg,Apto
..\data\binario\Apto\Atento_01911.jpg,Apto
..\data\binario\Apto\Atento_03159.jpg,Apto
..\data\binario\Apto\Atento_04108.jpg,Apto
..\data\binario\Apto\Atento_02973.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00051.jpg,NoApto
..\data\binario\NoApto\Bostezo_01579.jpg,NoApto
..\data\binario\NoApto\Bostezo_03357.jpg,NoApto
..\data\binario\NoApto\Bostezo_02272.jpg,NoApto
..\data\binario\NoApto\Bostezo_02154.jpg,NoApto
..\data\binario\Apto\Atento_04687.jpg,Apto
..\data\binario\Apto\Atento_00142.jpg,Apto
..\data\binario\NoApto\Bostezo_02086.jpg,NoApto
..\data\binario\NoApto\Bostezo_01368.jpg,NoApto
..\data\binario\Apto\Atento_04100.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01305.jpg,NoApto
..\data\binario\Apto\Atento_03985.jpg,Apto
..\data\binario\NoApto\Bostezo_01265.jpg,NoApto
..\data\binario\Apto\Atento_01268.jpg,Apto
..\data\binario\Apto\Atento_03247.jpg,Apto
..\data\binario\NoApto\Bostezo_02677.jpg,NoApto
..\data\binario\NoApto\Bostezo_01166.jpg,NoApto
..\data\binario\NoApto\Bostezo_02183.jpg,NoApto
..\data\binario\Apto\Atento_04247.jpg,Apto
..\data\binario\NoApto\Bostezo_00830.jpg,NoApto
..\data\binario\Apto\Atento_03500.jpg,Apto
..\data\binario\Apto\Atento_03538.jpg,Apto
..\data\binario\NoApto\Bostezo_03181.jpg,NoApto
..\data\binario\Apto\Atento_00175.jpg,Apto
..\data\binario\Apto\Atento_03022.jpg,Apto
..\data\binario\NoApto\Bostezo_02109.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00808.jpg,NoApto
..\data\binario\NoApto\Bostezo_02050.jpg,NoApto
..\data\binario\NoApto\Bostezo_02166.jpg,NoApto
..\data\binario\Apto\Atento_01023.jpg,Apto
..\data\binario\Apto\Atento_00973.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00188.jpg,NoApto
..\data\binario\NoApto\Bostezo_01063.jpg,NoApto
..\data\binario\Apto\Atento_04764.jpg,Apto
..\data\binario\Apto\Atento_03784.jpg,Apto
..\data\binario\Apto\Atento_00858.jpg,Apto
..\data\binario\Apto\Atento_03751.jpg,Apto
..\data\binario\NoApto\Bostezo_03140.jpg,NoApto
..\data\binario\Apto\Atento_02725.jpg,Apto
..\data\binario\Apto\Atento_01566.jpg,Apto
..\data\binario\Apto\Atento_02867.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01039.jpg,NoApto
..\data\binario\Apto\Atento_02641.jpg,Apto
..\data\binario\Apto\Atento_01582.jpg,Apto
..\data\binario\NoApto\Bostezo_00939.jpg,NoApto
..\data\binario\Apto\Atento_01465.jpg,Apto
..\data\binario\NoApto\Bostezo_01113.jpg,NoApto
..\data\binario\NoApto\Bostezo_02502.jpg,NoApto
..\data\binario\Apto\Atento_03569.jpg,Apto
..\data\binario\Apto\Atento_00479.jpg,Apto
..\data\binario\Apto\Atento_03997.jpg,Apto
..\data\binario\Apto\Atento_02529.jpg,Apto
..\data\binario\Apto\Atento_00089.jpg,Apto
..\data\binario\Apto\Atento_01436.jpg,Apto
..\data\binario\Apto\Atento_04791.jpg,Apto
..\data\binario\Apto\Atento_03967.jpg,Apto
..\data\binario\Apto\Atento_02019.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00544.jpg,NoApto
..\data\binario\NoApto\Bostezo_00314.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00742.jpg,NoApto
..\data\binario\Apto\Atento_02305.jpg,Apto
..\data\binario\NoApto\Bostezo_01465.jpg,NoApto
..\data\binario\NoApto\Bostezo_01490.jpg,NoApto
..\data\binario\Apto\Atento_03897.jpg,Apto
..\data\binario\NoApto\Bostezo_01185.jpg,NoApto
..\data\binario\Apto\Atento_04277.jpg,Apto
..\data\binario\Apto\Atento_00369.jpg,Apto
..\data\binario\Apto\Atento_00211.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00764.jpg,NoApto
..\data\binario\Apto\Atento_00534.jpg,Apto
..\data\binario\Apto\Atento_04472.jpg,Apto
..\data\binario\Apto\Atento_01481.jpg,Apto
..\data\binario\Apto\Atento_04720.jpg,Apto
..\data\binario\NoApto\Bostezo_02955.jpg,NoApto
..\data\binario\Apto\Atento_00871.jpg,Apto
..\data\binario\Apto\Atento_02772.jpg,Apto
..\data\binario\Apto\Atento_01183.jpg,Apto
..\data\binario\Apto\Atento_02100.jpg,Apto
..\data\binario\NoApto\Bostezo_00342.jpg,NoApto
..\data\binario\Apto\Atento_04831.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00981.jpg,NoApto
..\data\binario\Apto\Atento_02718.jpg,Apto
..\data\binario\Apto\Atento_03193.jpg,Apto
..\data\binario\Apto\Atento_04809.jpg,Apto
..\data\binario\Apto\Atento_04280.jpg,Apto
..\data\binario\NoApto\Bostezo_00738.jpg,NoApto
..\data\binario\Apto\Atento_03835.jpg,Apto
..\data\binario\Apto\Atento_01176.jpg,Apto
..\data\binario\Apto\Atento_03698.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01354.jpg,NoApto
..\data\binario\NoApto\Bostezo_02267.jpg,NoApto
..\data\binario\Apto\Atento_00627.jpg,Apto
..\data\binario\NoApto\Bostezo_00947.jpg,NoApto
..\data\binario\NoApto\Bostezo_01278.jpg,NoApto
..\data\binario\NoApto\Bostezo_02698.jpg,NoApto
..\data\binario\NoApto\Bostezo_01783.jpg,NoApto
..\data\binario\Apto\Atento_00927.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00794.jpg,NoApto
..\data\binario\NoApto\Bostezo_02757.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00295.jpg,NoApto
..\data\binario\NoApto\Bostezo_03216.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00578.jpg,NoApto
..\data\binario\Apto\Atento_04915.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01087.jpg,NoApto
..\data\binario\Apto\Atento_00246.jpg,Apto
..\data\binario\Apto\Atento_03275.jpg,Apto
..\data\binario\Apto\Atento_04688.jpg,Apto
..\data\binario\Apto\Atento_02339.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00850.jpg,NoApto
..\data\binario\NoApto\Bostezo_00248.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00964.jpg,NoApto
..\data\binario\NoApto\Bostezo_02329.jpg,NoApto
..\data\binario\Apto\Atento_02102.jpg,Apto
..\data\binario\Apto\Atento_00374.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00816.jpg,NoApto
..\data\binario\Apto\Atento_02066.jpg,Apto
..\data\binario\NoApto\Bostezo_01661.jpg,NoApto
..\data\binario\NoApto\Bostezo_02015.jpg,NoApto
..\data\binario\NoApto\Bostezo_00554.jpg,NoApto
..\data\binario\Apto\Atento_01031.jpg,Apto
..\data\binario\Apto\Atento_02600.jpg,Apto
..\data\binario\Apto\Atento_00809.jpg,Apto
..\data\binario\NoApto\Bostezo_01116.jpg,NoApto
..\data\binario\NoApto\Bostezo_02812.jpg,NoApto
..\data\binario\NoApto\Bostezo_02383.jpg,NoApto
..\data\binario\Apto\Atento_02500.jpg,Apto
..\data\binario\Apto\Atento_01890.jpg,Apto
..\data\binario\Apto\Atento_04874.jpg,Apto
..\data\binario\Apto\Atento_00542.jpg,Apto
..\data\binario\Apto\Atento_03034.jpg,Apto
..\data\binario\NoApto\Bostezo_03107.jpg,NoApto
..\data\binario\Apto\Atento_01420.jpg,Apto
..\data\binario\Apto\Atento_02104.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00086.jpg,NoApto
..\data\binario\Apto\Atento_00237.jpg,Apto
..\data\binario\Apto\Atento_04989.jpg,Apto
..\data\binario\Apto\Atento_04258.jpg,Apto
..\data\binario\Apto\Atento_03849.jpg,Apto
..\data\binario\NoApto\Bostezo_00358.jpg,NoApto
..\data\binario\Apto\Atento_00052.jpg,Apto
..\data\binario\Apto\Atento_02025.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00644.jpg,NoApto
..\data\binario\Apto\Atento_03426.jpg,Apto
..\data\binario\Apto\Atento_03670.jpg,Apto
..\data\binario\Apto\Atento_03371.jpg,Apto
..\data\binario\Apto\Atento_01366.jpg,Apto
..\data\binario\NoApto\Bostezo_01736.jpg,NoApto
..\data\binario\NoApto\Bostezo_02837.jpg,NoApto
..\data\binario\NoApto\Bostezo_01290.jpg,NoApto
..\data\binario\NoApto\Bostezo_01239.jpg,NoApto
..\data\binario\NoApto\Bostezo_01289.jpg,NoApto
..\data\binario\Apto\Atento_03703.jpg,Apto
..\data\binario\NoApto\Bostezo_01851.jpg,NoApto
..\data\binario\Apto\Atento_04121.jpg,Apto
..\data\binario\Apto\Atento_01647.jpg,Apto
..\data\binario\Apto\Atento_03641.jpg,Apto
..\data\binario\NoApto\Bostezo_02763.jpg,NoApto
..\data\binario\NoApto\Bostezo_02138.jpg,NoApto
..\data\binario\Apto\Atento_01119.jpg,Apto
..\data\binario\Apto\Atento_02213.jpg,Apto
..\data\binario\Apto\Atento_01400.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00115.jpg,NoApto
..\data\binario\Apto\Atento_03309.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01333.jpg,NoApto
..\data\binario\NoApto\Bostezo_00269.jpg,NoApto
..\data\binario\NoApto\Bostezo_02566.jpg,NoApto
..\data\binario\NoApto\Bostezo_03172.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_01102.jpg,NoApto
..\data\binario\Apto\Atento_03149.jpg,Apto
..\data\binario\NoApto\Bostezo_01916.jpg,NoApto
..\data\binario\Apto\Atento_02046.jpg,Apto
..\data\binario\Apto\Atento_01003.jpg,Apto
..\data\binario\NoApto\Bostezo_01730.jpg,NoApto
..\data\binario\Apto\Atento_02087.jpg,Apto
..\data\binario\Apto\Atento_03375.jpg,Apto
..\data\binario\Apto\Atento_03759.jpg,Apto
..\data\binario\NoApto\Bostezo_03062.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_01117.jpg,NoApto
..\data\binario\Apto\Atento_02171.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01325.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00403.jpg,NoApto
..\data\binario\Apto\Atento_01187.jpg,Apto
..\data\binario\Apto\Atento_00172.jpg,Apto
..\data\binario\Apto\Atento_00407.jpg,Apto
..\data\binario\Apto\Atento_01897.jpg,Apto
..\data\binario\Apto\Atento_01408.jpg,Apto
..\data\binario\Apto\Atento_03407.jpg,Apto
..\data\binario\NoApto\Bostezo_01785.jpg,NoApto
..\data\binario\Apto\Atento_01883.jpg,Apto
..\data\binario\NoApto\Bostezo_00241.jpg,NoApto
..\data\binario\Apto\Atento_01311.jpg,Apto
..\data\binario\Apto\Atento_04074.jpg,Apto
..\data\binario\Apto\Atento_04799.jpg,Apto
..\data\binario\Apto\Atento_03612.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01185.jpg,NoApto
..\data\binario\Apto\Atento_03878.jpg,Apto
..\data\binario\Apto\Atento_03042.jpg,Apto
..\data\binario\Apto\Atento_02845.jpg,Apto
..\data\binario\Apto\Atento_00212.jpg,Apto
..\data\binario\Apto\Atento_03941.jpg,Apto
..\data\binario\NoApto\Bostezo_02957.jpg,NoApto
..\data\binario\Apto\Atento_04625.jpg,Apto
..\data\binario\Apto\Atento_01011.jpg,Apto
..\data\binario\Apto\Atento_04957.jpg,Apto
..\data\binario\Apto\Atento_02422.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00165.jpg,NoApto
..\data\binario\NoApto\Bostezo_02180.jpg,NoApto
..\data\binario\Apto\Atento_00270.jpg,Apto
..\data\binario\Apto\Atento_04749.jpg,Apto
..\data\binario\Apto\Atento_00124.jpg,Apto
..\data\binario\NoApto\Bostezo_00965.jpg,NoApto
..\data\binario\Apto\Atento_02765.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00068.jpg,NoApto
..\data\binario\NoApto\Bostezo_01816.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00437.jpg,NoApto
..\data\binario\NoApto\Bostezo_00788.jpg,NoApto
..\data\binario\NoApto\Bostezo_01568.jpg,NoApto
..\data\binario\NoApto\Bostezo_00026.jpg,NoApto
..\data\binario\Apto\Atento_03815.jpg,Apto
..\data\binario\NoApto\Bostezo_00162.jpg,NoApto
..\data\binario\Apto\Atento_00401.jpg,Apto
..\data\binario\Apto\Atento_01774.jpg,Apto
..\data\binario\NoApto\Bostezo_02446.jpg,NoApto
..\data\binario\NoApto\Bostezo_03312.jpg,NoApto
..\data\binario\NoApto\Bostezo_02830.jpg,NoApto
..\data\binario\Apto\Atento_04577.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00163.jpg,NoApto
..\data\binario\Apto\Atento_00347.jpg,Apto
..\data\binario\NoApto\Bostezo_02723.jpg,NoApto
..\data\binario\Apto\Atento_02534.jpg,Apto
..\data\binario\NoApto\Bostezo_03331.jpg,NoApto
..\data\binario\Apto\Atento_01978.jpg,Apto
..\data\binario\NoApto\Bostezo_00335.jpg,NoApto
..\data\binario\NoApto\Bostezo_02478.jpg,NoApto
..\data\binario\NoApto\Bostezo_00954.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00387.jpg,NoApto
..\data\binario\Apto\Atento_03686.jpg,Apto
..\data\binario\NoApto\Bostezo_01022.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00688.jpg,NoApto
..\data\binario\Apto\Atento_01089.jpg,Apto
..\data\binario\NoApto\Bostezo_00363.jpg,NoApto
..\data\binario\Apto\Atento_03361.jpg,Apto
..\data\binario\Apto\Atento_04030.jpg,Apto
..\data\binario\NoApto\Bostezo_00781.jpg,NoApto
..\data\binario\Apto\Atento_02640.jpg,Apto
..\data\binario\Apto\Atento_04834.jpg,Apto
..\data\binario\Apto\Atento_02619.jpg,Apto
..\data\binario\Apto\Atento_02842.jpg,Apto
..\data\binario\Apto\Atento_03380.jpg,Apto
..\data\binario\NoApto\Bostezo_02868.jpg,NoApto
..\data\binario\Apto\Atento_04299.jpg,Apto
..\data\binario\NoApto\Bostezo_01687.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00784.jpg,NoApto
..\data\binario\NoApto\Bostezo_01117.jpg,NoApto
..\data\binario\Apto\Atento_03305.jpg,Apto
..\data\binario\NoApto\Bostezo_03098.jpg,NoApto
..\data\binario\NoApto\Bostezo_02427.jpg,NoApto
..\data\binario\NoApto\Bostezo_03025.jpg,NoApto
..\data\binario\Apto\Atento_02805.jpg,Apto
..\data\binario\Apto\Atento_01867.jpg,Apto
..\data\binario\Apto\Atento_01323.jpg,Apto
